#           Time            Rate           Error
       64.000000       109.88369       10.482542
       65.000000       113.56648       10.656757
       66.000000       108.94355       10.437603
       67.000000       105.37253       10.265112
       68.000000       103.96715       10.196428
       69.000000       106.74758       10.331872
       70.000000       103.47399       10.172217
       71.000000       105.60083       10.276227
       72.000000       107.07823       10.347861
       73.000000       105.19652       10.256535
       74.000000       101.72641       10.085951
       75.000000       101.97359       10.098198
       76.000000       101.86752       10.092944
       77.000000       96.868288       9.8421689
       78.000000       97.151457       9.8565439
       79.000000       95.152829       9.7546311
       80.000000       93.830182       9.6865981
       81.000000       94.535117       9.7229171
       82.000000       94.714094       9.7321166
       83.000000       94.375111       9.7146853
       84.000000       89.534412       9.4622625
       85.000000       88.496296       9.4072470
       86.000000       91.433366       9.5620796
       87.000000       86.504923       9.3008023
       88.000000       91.779755       9.5801751
       89.000000       88.522388       9.4086337
       90.000000       86.121197       9.2801507
       91.000000       81.322367       9.0178915
       92.000000       87.062712       9.3307401
       93.000000       84.332646       9.1832808
       94.000000       82.858589       9.1026694
       95.000000       83.788672       9.1536152
       96.000000       83.830854       9.1559190
       97.000000       79.967425       8.9424507
       98.000000       83.217946       9.1223871
       99.000000       81.860514       9.0476800
       100.00000       78.958769       8.8858747
       101.00000       80.568575       8.9760000
       102.00000       81.506488       9.0280944
       103.00000       80.059100       8.9475751
       104.00000       78.572506       8.8641134
       105.00000       77.031733       8.7767724
       106.00000       78.090403       8.8368774
       107.00000       79.874193       8.9372363
       108.00000       74.108906       8.6086530
       109.00000       76.527550       8.7480026
       110.00000       74.860452       8.6521935
       111.00000       75.683004       8.6995979
       112.00000       73.392732       8.5669558
       113.00000       72.212044       8.4977670
       114.00000       68.921502       8.3018975
       115.00000       70.575288       8.4009099
       116.00000       71.509084       8.4563044
       117.00000       72.144682       8.4938025
       118.00000       71.145631       8.4347869
       119.00000       69.387791       8.3299334
       120.00000       72.534031       8.5166913
       121.00000       65.312251       8.0815996
       122.00000       74.435415       8.6275961
       123.00000       65.215925       8.0756378
       124.00000       68.345354       8.2671249
       125.00000       69.021300       8.3079059
       126.00000       67.844273       8.2367635
       127.00000       64.812290       8.0506081
       128.00000       64.898845       8.0559819
       129.00000       62.650755       7.9152230
       130.00000       63.620652       7.9762555
       131.00000       62.885198       7.9300188
       132.00000       62.172712       7.8849675
       133.00000       64.645421       8.0402376
       134.00000       61.161566       7.8205860
       135.00000       61.238609       7.8255102
       136.00000       61.623157       7.8500419
       137.00000       60.050655       7.7492357
       138.00000       61.312006       7.8301983
       139.00000       60.142495       7.7551593
       140.00000       56.801218       7.5366583
       141.00000       62.408929       7.8999322
       142.00000       58.313231       7.6363100
       143.00000       62.138679       7.8828091
       144.00000       60.067402       7.7503163
       145.00000       58.129954       7.6243002
       146.00000       56.014542       7.4842863
       147.00000       56.688082       7.5291488
       148.00000       55.947079       7.4797780
       149.00000       56.031890       7.4854452
       150.00000       59.023321       7.6826637
       151.00000       56.257845       7.5005230
       152.00000       55.535417       7.4522089
       153.00000       53.662922       7.3254981
       154.00000       54.350083       7.3722509
       155.00000       54.772467       7.4008423
       156.00000       55.589253       7.4558201
       157.00000       54.845515       7.4057758
       158.00000       51.621440       7.1848062
       159.00000       53.319210       7.3020004
       160.00000       53.839633       7.3375495
       161.00000       51.807611       7.1977504
       162.00000       49.921292       7.0655001
       163.00000       50.809712       7.1280931
       164.00000       51.546733       7.1796053
       165.00000       51.377886       7.1678369
       166.00000       49.446149       7.0317956
       167.00000       53.471896       7.3124480
       168.00000       49.013977       7.0009983
       169.00000       51.508075       7.1769127
       170.00000       50.693518       7.1199381
       171.00000       50.653876       7.1171536
       172.00000       44.957518       6.7050367
       173.00000       48.788641       6.9848866
       174.00000       48.849415       6.9892357
       175.00000       49.108469       7.0077435
       176.00000       49.013744       7.0009817
       177.00000       48.911717       6.9936913
       178.00000       46.747251       6.8371962
       179.00000       47.651529       6.9030087
       180.00000       44.178717       6.6467072
       181.00000       43.276327       6.5784745
       182.00000       44.045496       6.6366781
       183.00000       43.810757       6.6189695
       184.00000       45.808442       6.7681934
       185.00000       48.090437       6.9347269
       186.00000       43.704193       6.6109147
       187.00000       44.064860       6.6381368
       188.00000       40.573342       6.3697208
       189.00000       39.452090       6.2810899
       190.00000       41.730477       6.4599131
       191.00000       42.503899       6.5195014
       192.00000       40.569727       6.3694370
       193.00000       40.292981       6.3476753
       194.00000       42.451525       6.5154835
       195.00000       43.466303       6.5928979
       196.00000       40.671427       6.3774153
       197.00000       42.887853       6.5488818
       198.00000       42.705636       6.5349550
       199.00000       39.967251       6.3219658
       200.00000       40.291682       6.3475729
       201.00000       41.029805       6.4054512
       202.00000       41.468935       6.4396378
       203.00000       42.643889       6.5302289
       204.00000       34.785600       5.8979318
       205.00000       38.857040       6.2335415
       206.00000       42.509590       6.5199379
       207.00000       37.234524       6.1020099
       208.00000       40.132296       6.3350056
       209.00000       37.247084       6.1030389
       210.00000       37.727711       6.1422888
       211.00000       37.934095       6.1590661
       212.00000       35.964808       5.9970666
       213.00000       34.554121       5.8782753
       214.00000       37.986171       6.1632923
       215.00000       37.600010       6.1318847
       216.00000       38.097458       6.1723138
       217.00000       36.323886       6.0269301
       218.00000       36.941057       6.0779155
       219.00000       36.036220       6.0030176
       220.00000       38.333444       6.1914008
       221.00000       37.568233       6.1292931
       222.00000       35.511761       5.9591745
       223.00000       35.815655       5.9846182
       224.00000       36.362643       6.0301445
       225.00000       36.454842       6.0377846
       226.00000       31.481657       5.6108517
       227.00000       35.844359       5.9870158
       228.00000       31.732103       5.6331255
       229.00000       31.704686       5.6306914
       230.00000       32.537056       5.7041263
       231.00000       34.787311       5.8980769
       232.00000       32.906237       5.7363958
       233.00000       33.871827       5.8199508
       234.00000       33.681244       5.8035544
       235.00000       35.429301       5.9522517
       236.00000       32.182835       5.6729917
       237.00000       35.162579       5.9298043
       238.00000       34.329972       5.8591785
       239.00000       31.037724       5.5711510
       240.00000       33.368560       5.7765526
       241.00000       36.452844       6.0376191
       242.00000       34.546187       5.8776004
       243.00000       32.250252       5.6789305
       244.00000       30.620455       5.5335752
       245.00000       34.434160       5.8680627
       246.00000       33.106358       5.7538125
       247.00000       32.036890       5.6601139
       248.00000       28.825642       5.3689517
       249.00000       31.615308       5.6227491
       250.00000       36.213265       6.0177458
       251.00000       33.622865       5.7985226
       252.00000       29.896010       5.4677244
       253.00000       32.754461       5.7231513
       254.00000       26.519154       5.1496751
       255.00000       30.260151       5.5009227
       256.00000       26.497963       5.1476172
       257.00000       29.149939       5.3990683
       258.00000       29.260691       5.4093152
       259.00000       30.069239       5.4835426
       260.00000       26.432950       5.1412985
       261.00000       31.644453       5.6253403
       262.00000       27.100541       5.2058180
       263.00000       29.432610       5.4251829
       264.00000       30.112455       5.4874817
       265.00000       28.132601       5.3040174
       266.00000       28.750085       5.3619106
       267.00000       31.122980       5.5787974
       268.00000       32.381828       5.6905033
       269.00000       29.254011       5.4086977
       270.00000       28.782314       5.3649151
       271.00000       27.460341       5.2402615
       272.00000       28.479832       5.3366499
       273.00000       25.618188       5.0614413
       274.00000       27.577171       5.2513971
       275.00000       26.236242       5.1221326
       276.00000       24.615119       4.9613626
       277.00000       31.219864       5.5874739
       278.00000       29.126052       5.3968557
       279.00000       25.668964       5.0664548
       280.00000       27.503691       5.2443961
       281.00000       30.028149       5.4797946
       282.00000       25.363597       5.0362285
       283.00000       24.142659       4.9135179
       284.00000       28.188147       5.3092511
       285.00000       27.839655       5.2763297
       286.00000       25.165452       5.0165179
       287.00000       24.026103       4.9016429
       288.00000       29.733511       5.4528443
       289.00000       28.045317       5.2957829
       290.00000       24.580166       4.9578389
       291.00000       28.466505       5.3354012
       292.00000       25.614249       5.0610521
       293.00000       23.441964       4.8416902
       294.00000       24.132992       4.9125342
       295.00000       22.239844       4.7159139
       296.00000       25.345059       5.0343876
       297.00000       20.950314       4.5771513
       298.00000       26.702245       5.1674215
       299.00000       26.193337       5.1179426
       300.00000       24.658161       4.9656984
       301.00000       24.133584       4.9125944
       302.00000       26.193020       5.1179117
       303.00000       24.318579       4.9313871
       304.00000       23.942244       4.8930812
       305.00000       25.034641       5.0034629
       306.00000       23.193605       4.8159740
       307.00000       28.338501       5.3233918
       308.00000       23.106779       4.8069511
       309.00000       22.908500       4.7862825
       310.00000       23.268700       4.8237641
       311.00000       23.081947       4.8043675
       312.00000       23.461679       4.8437258
       313.00000       22.324936       4.7249271
       314.00000       24.881804       4.9881664
       315.00000       25.270608       5.0269879
       316.00000       23.877290       4.8864394
       317.00000       24.485180       4.9482502
       318.00000       24.993917       4.9993916
       319.00000       20.913489       4.5731268
       320.00000       26.074954       5.1063641
       321.00000       23.640539       4.8621538
       322.00000       26.498923       5.1477105
       323.00000       20.086989       4.4818511
       324.00000       25.940593       5.0931909
       325.00000       25.156880       5.0156634
       326.00000       22.162640       4.7077213
       327.00000       19.825449       4.4525778
       328.00000       25.208213       5.0207781
       329.00000       24.671201       4.9670113
       330.00000       21.319471       4.6173013
       331.00000       21.699744       4.6582984
       332.00000       22.420396       4.7350180
       333.00000       25.746916       5.0741419
       334.00000       19.309118       4.3942141
       335.00000       24.212519       4.9206218
       336.00000       25.447350       5.0445366
       337.00000       24.972209       4.9972202
       338.00000       23.693522       4.8675992
       339.00000       25.241138       5.0240559
       340.00000       26.136133       5.1123510
       341.00000       26.159568       5.1146425
       342.00000       19.407529       4.4053977
       343.00000       25.083846       5.0083776
       344.00000       23.204853       4.8171416
       345.00000       22.879091       4.7832093
       346.00000       21.300942       4.6152944
       347.00000       21.839282       4.6732518
       348.00000       23.167449       4.8132576
       349.00000       22.639333       4.7580808
       350.00000       23.277620       4.8246886
       351.00000       22.219922       4.7138012
       352.00000       18.539896       4.3057980
       353.00000       23.262282       4.8230988
       354.00000       18.791205       4.3348824
       355.00000       22.473953       4.7406701
       356.00000       22.114995       4.7026583
       357.00000       21.587191       4.6462018
       358.00000       22.273080       4.7194365
       359.00000       19.187755       4.3803829
       360.00000       23.099355       4.8061789
       361.00000       22.281731       4.7203529
       362.00000       23.173576       4.8138940
       363.00000       19.069137       4.3668223
       364.00000       21.350085       4.6206152
       365.00000       23.463931       4.8439582
       366.00000       23.800834       4.8786099
       367.00000       22.211334       4.7128902
       368.00000       25.712859       5.0707848
       369.00000       21.205480       4.6049409
       370.00000       20.943991       4.5764606
       371.00000       20.920285       4.5738698
       372.00000       22.631903       4.7573000
       373.00000       21.834076       4.6726948
       374.00000       22.104229       4.7015135
       375.00000       19.441795       4.4092851
       376.00000       25.780930       5.0774925
       377.00000       26.803437       5.1772036
       378.00000       21.932900       4.6832574
       379.00000       20.128583       4.4864889
       380.00000       20.333239       4.5092393
       381.00000       19.880115       4.4587123
       382.00000       24.124588       4.9116787
       383.00000       15.549615       3.9433000
       384.00000       16.990554       4.1219600
       385.00000       23.641158       4.8622174
       386.00000       17.995527       4.2421135
       387.00000       17.687384       4.2056371
       388.00000       22.815187       4.7765246
       389.00000       27.621432       5.2556096
       390.00000       22.285234       4.7207238
       391.00000       20.117069       4.4852056
       392.00000       17.921553       4.2333855
       393.00000       19.062059       4.3660118
       394.00000       21.287676       4.6138569
       395.00000       18.949332       4.3530831
       396.00000       18.070269       4.2509139
       397.00000       22.273402       4.7194705
       398.00000       22.388577       4.7316569
       399.00000       16.113345       4.0141432
       400.00000       21.211561       4.6056011
       401.00000       19.924683       4.4637074
       402.00000       21.864001       4.6758957
       403.00000       19.659808       4.4339382
       404.00000       20.451202       4.5223005
       405.00000       20.517405       4.5296142
       406.00000       20.998491       4.5824111
       407.00000       15.837102       3.9795857
       408.00000       18.220710       4.2685724
       409.00000       21.813906       4.6705360
       410.00000       19.590170       4.4260784
       411.00000       19.933822       4.4647309
       412.00000       22.203019       4.7120080
       413.00000       19.109185       4.3714054
       414.00000       21.802780       4.6693447
       415.00000       19.950277       4.4665733
       416.00000       18.286851       4.2763128
       417.00000       23.261018       4.8229678
       418.00000       20.793296       4.5599667
       419.00000       20.439259       4.5209799
       420.00000       16.942585       4.1161372
       421.00000       19.567826       4.4235536
       422.00000       19.269486       4.3897023
       423.00000       20.662808       4.5456362
       424.00000       14.065789       3.7504385
       425.00000       18.802685       4.3362062
       426.00000       18.707185       4.3251803
       427.00000       17.651551       4.2013749
       428.00000       22.045594       4.6952736
       429.00000       19.737760       4.4427199
       430.00000       21.610143       4.6486711
       431.00000       20.789352       4.5595342
       432.00000       17.658893       4.2022485
       433.00000       22.992687       4.7950690
       434.00000       22.256465       4.7176758
       435.00000       19.944508       4.4659274
       436.00000       18.060232       4.2497332
       437.00000       20.706203       4.5504069
       438.00000       18.610203       4.3139545
       439.00000       15.844679       3.9805375
       440.00000       17.588817       4.1939024
       441.00000       21.274266       4.6124035
       442.00000       18.072179       4.2511386
       443.00000       20.168969       4.4909875
       444.00000       17.111940       4.1366580
       445.00000       18.666583       4.3204841
       446.00000       19.667605       4.4348173
       447.00000       20.253205       4.5003561
       448.00000       19.224269       4.3845489
       449.00000       18.795840       4.3354169
       450.00000       22.731996       4.7678083
       451.00000       15.527494       3.9404941
       452.00000       18.682560       4.3223328
       453.00000       16.752624       4.0929969
       454.00000       19.562719       4.4229762
       455.00000       20.725246       4.5524989
       456.00000       18.215847       4.2680027
       457.00000       16.428912       4.0532594
       458.00000       18.951632       4.3533473
       459.00000       20.303839       4.5059782
       460.00000       20.684374       4.5480077
       461.00000       17.600915       4.1953444
       462.00000       21.247118       4.6094596
       463.00000       16.897001       4.1105962
       464.00000       19.129806       4.3737633
       465.00000       13.577555       3.6847735
       466.00000       17.961791       4.2381354
       467.00000       21.708703       4.6592600
       468.00000       17.310319       4.1605671
       469.00000       19.051534       4.3648063
       470.00000       18.208175       4.2671038
       471.00000       18.046221       4.2480845
       472.00000       19.585457       4.4255460
       473.00000       18.399204       4.2894293
       474.00000       18.690015       4.3231950
       475.00000       17.318973       4.1616070
       476.00000       18.724231       4.3271504
       477.00000       18.660209       4.3197464
       478.00000       19.232611       4.3855001
       479.00000       16.977515       4.1203780
       480.00000       13.599614       3.6877655
       481.00000       20.876047       4.5690313
       482.00000       18.032423       4.2464600
       483.00000       22.034401       4.6940815
       484.00000       18.581241       4.3105963
       485.00000       17.812334       4.2204661
       486.00000       19.307518       4.3940321
       487.00000       18.859460       4.3427479
       488.00000       15.963122       3.9953876
       489.00000       16.652960       4.0808039
       490.00000       17.469380       4.1796387
       491.00000       15.578648       3.9469796
       492.00000       18.168808       4.2624885
       493.00000       19.964580       4.4681742
       494.00000       17.121806       4.1378504
       495.00000       20.346816       4.5107445
       496.00000       21.079538       4.5912458
       497.00000       19.124676       4.3731769
       498.00000       18.387798       4.2880995
       499.00000       16.361693       4.0449590
       500.00000       14.258503       3.7760433
       501.00000       19.271110       4.3898872
       502.00000       17.422559       4.1740339
       503.00000       18.654116       4.3190411
       504.00000       18.401205       4.2896626
       505.00000       18.217144       4.2681547
       506.00000       18.499684       4.3011259
       507.00000       12.937111       3.5968195
       508.00000       19.802372       4.4499856
       509.00000       16.879530       4.1084706
       510.00000       19.588675       4.4259096
       511.00000       15.731440       3.9662879
       512.00000       16.135782       4.0169369
       513.00000       18.987645       4.3574815
       514.00000       20.323786       4.5081910
       515.00000       17.693275       4.2063375
       516.00000       16.432813       4.0537406
       517.00000       18.277964       4.2752735
       518.00000       15.628163       3.9532471
       519.00000       18.741594       4.3291563
       520.00000       13.743355       3.7072031
       521.00000       18.839568       4.3404571
       522.00000       18.628311       4.3160527
       523.00000       15.963910       3.9954862
       524.00000       19.093687       4.3696323
       525.00000       18.482909       4.2991754
       526.00000       17.550374       4.1893167
       527.00000       17.472439       4.1800046
       528.00000       16.190003       4.0236803
       529.00000       19.917424       4.4628941
       530.00000       20.539898       4.5320965
       531.00000       20.333944       4.5093174
       532.00000       18.781374       4.3337482
       533.00000       16.132252       4.0164975
       534.00000       21.177272       4.6018770
       535.00000       15.612765       3.9512991
       536.00000       15.903319       3.9878965
       537.00000       19.898320       4.4607533
       538.00000       17.342824       4.1644717
       539.00000       16.530206       4.0657356
       540.00000       16.437570       4.0543273
       541.00000       19.000178       4.3589193
       542.00000       18.848365       4.3414704
       543.00000       16.791434       4.0977352
       544.00000       18.156675       4.2610650
       545.00000       18.715226       4.3261098
       546.00000       16.149950       4.0187001
       547.00000       17.351724       4.1655401
       548.00000       18.403133       4.2898873
       549.00000       16.740551       4.0915219
       550.00000       21.086929       4.5920507
       551.00000       18.877594       4.3448354
       552.00000       12.675496       3.5602663
       553.00000       14.014967       3.7436569
       554.00000       15.038384       3.8779355
       555.00000       20.865335       4.5678589
       556.00000       14.958891       3.8676726
       557.00000       17.569438       4.1915913
       558.00000       14.737752       3.8389779
       559.00000       18.568289       4.3090937
       560.00000       17.302117       4.1595813
       561.00000       17.204771       4.1478635
       562.00000       16.659065       4.0815518
       563.00000       16.520670       4.0645628
       564.00000       16.051955       4.0064891
       565.00000       18.186859       4.2646054
       566.00000       18.367150       4.2856913
       567.00000       14.492350       3.8068819
       568.00000       17.083038       4.1331632
       569.00000       17.738158       4.2116693
       570.00000       16.255634       4.0318276
       571.00000       14.456281       3.8021416
       572.00000       19.218898       4.3839364
       573.00000       17.657200       4.2020471
       574.00000       18.044783       4.2479152
       575.00000       16.572671       4.0709546
       576.00000       19.697257       4.4381591
       577.00000       16.967113       4.1191155
       578.00000       17.285116       4.1575373
       579.00000       17.287493       4.1578231
       580.00000       17.779942       4.2166269
       581.00000       20.060244       4.4788663
       582.00000       15.070711       3.8821014
       583.00000       16.817453       4.1009088
       584.00000       11.688959       3.4189120
       585.00000       19.272314       4.3900243
       586.00000       17.601404       4.1954027
       587.00000       15.216398       3.9008202
       588.00000       17.146231       4.1408008
       589.00000       18.910850       4.3486607
       590.00000       17.383360       4.1693356
       591.00000       15.050069       3.8794418
       592.00000       17.990042       4.2414669
       593.00000       13.313222       3.6487288
       594.00000       19.424555       4.4073297
       595.00000       15.509234       3.9381765
       596.00000       19.267897       4.3895212
       597.00000       17.500368       4.1833441
       598.00000       16.374866       4.0465870
       599.00000       14.874744       3.8567789
       600.00000       14.790718       3.8458703
       601.00000       17.905070       4.2314383
       602.00000       19.082813       4.3683879
       603.00000       17.718480       4.2093325
       604.00000       14.318929       3.7840361
       605.00000       20.286592       4.5040640
       606.00000       17.177433       4.1445667
       607.00000       18.057558       4.2494186
       608.00000       20.051059       4.4778409
       609.00000       19.299869       4.3931617
       610.00000       18.437123       4.2938471
       611.00000       16.572051       4.0708784
       612.00000       17.921451       4.2333735
       613.00000       17.141086       4.1401794
       614.00000       18.329374       4.2812818
       615.00000       21.114251       4.5950246
       616.00000       19.656305       4.4335431
       617.00000       18.030669       4.2462535
       618.00000       15.605769       3.9504137
       619.00000       19.971207       4.4689157
       620.00000       19.104715       4.3708941
       621.00000       15.980185       3.9975224
       622.00000       15.898347       3.9872732
       623.00000       18.542860       4.3061421
       624.00000       18.990713       4.3578335
       625.00000       19.115820       4.3721642
       626.00000       15.081638       3.8835085
       627.00000       17.701517       4.2073170
       628.00000       15.846987       3.9808274
       629.00000       17.823794       4.2218235
       630.00000       19.839635       4.4541705
       631.00000       15.697610       3.9620209
       632.00000       16.376297       4.0467638
       633.00000       16.290980       4.0362086
       634.00000       16.135159       4.0168594
       635.00000       17.804566       4.2195458
       636.00000       17.262740       4.1548454
       637.00000       18.839516       4.3404511
       638.00000       16.076669       4.0095722
       639.00000       15.988327       3.9985406
       640.00000       17.758227       4.2140512
       641.00000       15.559303       3.9445282
       642.00000       13.447877       3.6671347
       643.00000       18.683631       4.3224565
       644.00000       19.653537       4.4332310
       645.00000       16.806247       4.0995423
       646.00000       16.629976       4.0779867
       647.00000       18.826841       4.3389908
       648.00000       17.018784       4.1253828
       649.00000       16.661921       4.0819017
       650.00000       14.602428       3.8213124
       651.00000       14.810938       3.8484982
       652.00000       17.301258       4.1594781
       653.00000       18.603587       4.3131875
       654.00000       16.519213       4.0643835
       655.00000       16.820560       4.1012876
       656.00000       20.005796       4.4727840
       657.00000       18.113019       4.2559392
       658.00000       19.048638       4.3644745
       659.00000       19.672754       4.4353978
       660.00000       18.766919       4.3320802
       661.00000       16.858271       4.1058825
       662.00000       16.276616       4.0344288
       663.00000       15.408019       3.9253050
       664.00000       16.699933       4.0865552
       665.00000       19.428434       4.4077698
       666.00000       17.102137       4.1354730
       667.00000       17.876549       4.2280668
       668.00000       13.984242       3.7395510
       669.00000       16.924304       4.1139158
       670.00000       16.399072       4.0495767
       671.00000       19.211599       4.3831038
       672.00000       18.881290       4.3452606
       673.00000       18.534047       4.3051187
       674.00000       17.151498       4.1414367
       675.00000       16.416354       4.0517100
       676.00000       18.035540       4.2468270
       677.00000       20.807927       4.5615706
       678.00000       15.276872       3.9085640
       679.00000       17.771733       4.2156533
       680.00000       19.025900       4.3618689
       681.00000       18.335477       4.2819945
       682.00000       16.070143       4.0087583
       683.00000       18.497568       4.3008800
       684.00000       17.921713       4.2334045
       685.00000       18.618664       4.3149350
       686.00000       14.199772       3.7682585
       687.00000       15.269026       3.9075601
       688.00000       15.694214       3.9615924
       689.00000       19.513466       4.4174049
       690.00000       19.846069       4.4548927
       691.00000       21.962676       4.6864353
       692.00000       15.646152       3.9555217
       693.00000       15.580393       3.9472006
       694.00000       16.661089       4.0817998
       695.00000       14.300711       3.7816280
       696.00000       18.182200       4.2640591
       697.00000       19.512069       4.4172468
       698.00000       14.032430       3.7459885
       699.00000       13.198599       3.6329876
       700.00000       16.615536       4.0762159
       701.00000       18.121459       4.2569307
       702.00000       18.575084       4.3098822
       703.00000       21.160690       4.6000750
       704.00000       13.656858       3.6955187
       705.00000       19.993181       4.4713735
       706.00000       15.436242       3.9288983
       707.00000       15.393749       3.9234869
       708.00000       16.989332       4.1218118
       709.00000       14.782287       3.8447740
       710.00000       18.138906       4.2589794
       711.00000       17.004146       4.1236084
       712.00000       15.000989       3.8731111
       713.00000       17.769640       4.2154050
       714.00000       18.151459       4.2604530
       715.00000       18.309542       4.2789650
       716.00000       17.207889       4.1482393
       717.00000       18.586319       4.3111853
       718.00000       19.897910       4.4607073
       719.00000       16.970254       4.1194968
       720.00000       13.040412       3.6111511
       721.00000       20.226080       4.4973414
       722.00000       14.012452       3.7433210
       723.00000       17.251483       4.1534904
       724.00000       15.664123       3.9577927
       725.00000       16.235637       4.0293470
       726.00000       18.351233       4.2838339
       727.00000       17.778380       4.2164416
       728.00000       17.931279       4.2345341
       729.00000       19.608597       4.4281596
       730.00000       16.257252       4.0320282
       731.00000       12.789760       3.5762773
       732.00000       13.997358       3.7413043
       733.00000       16.154786       4.0193017
       734.00000       16.779284       4.0962524
       735.00000       16.124278       4.0155047
       736.00000       17.301779       4.1595407
       737.00000       18.341518       4.2826998
       738.00000       16.404624       4.0502623
       739.00000       16.823824       4.1016855
       740.00000       17.047703       4.1288864
       741.00000       15.009746       3.8742414
       742.00000       19.268365       4.3895746
       743.00000       13.398114       3.6603434
       744.00000       16.975237       4.1201016
       745.00000       18.847181       4.3413340
       746.00000       17.201549       4.1474750
       747.00000       20.029855       4.4754726
       748.00000       18.355145       4.2842905
       749.00000       19.561774       4.4228695
       750.00000       14.069451       3.7509266
       751.00000       19.544083       4.4208691
       752.00000       18.494848       4.3005637
       753.00000       13.935110       3.7329761
       754.00000       15.357146       3.9188195
       755.00000       12.153388       3.4861709
       756.00000       16.360409       4.0448002
       757.00000       19.354456       4.3993699
       758.00000       17.599915       4.1952252
       759.00000       19.287626       4.3917680
       760.00000       15.613986       3.9514536
       761.00000       13.202686       3.6335500
       762.00000       20.220275       4.4966960
       763.00000       17.173594       4.1441036
       764.00000       17.616258       4.1971726
       765.00000       16.003465       4.0004331
       766.00000       14.340983       3.7869491
       767.00000       18.472722       4.2979904
       768.00000       17.575052       4.1922610
       769.00000       17.744003       4.2123631
       770.00000       16.340693       4.0423623
       771.00000       17.681696       4.2049609
       772.00000       17.084367       4.1333239
       773.00000       18.291972       4.2769115
       774.00000       19.265804       4.3892828
       775.00000       15.539126       3.9419698
       776.00000       19.122363       4.3729124
       777.00000       18.562012       4.3083654
       778.00000       16.781788       4.0965581
       779.00000       19.735444       4.4424592
       780.00000       14.861895       3.8551129
       781.00000       13.767124       3.7104075
       782.00000       16.249921       4.0311191
       783.00000       18.512445       4.3026091
       784.00000       19.782426       4.4477439
       785.00000       15.347142       3.9175429
       786.00000       18.716520       4.3262594
       787.00000       18.758510       4.3311096
       788.00000       18.108419       4.2553988
       789.00000       12.150319       3.4857308
       790.00000       15.130995       3.8898580
       791.00000       17.776237       4.2161875
       792.00000       16.382763       4.0475626
       793.00000       17.778024       4.2163995
       794.00000       18.352746       4.2840106
       795.00000       17.611811       4.1966428
       796.00000       18.349722       4.2836575
       797.00000       19.027526       4.3620552
       798.00000       18.176895       4.2634370
       799.00000       19.328127       4.3963765
       800.00000       17.790940       4.2179308
       801.00000       15.883984       3.9854716
       802.00000       19.604729       4.4277228
       803.00000       14.942311       3.8655285
       804.00000       14.829060       3.8508518
       805.00000       14.196347       3.7678041
       806.00000       17.382722       4.1692592
       807.00000       17.453745       4.1777680
       808.00000       16.138376       4.0172598
       809.00000       18.779612       4.3335449
       810.00000       18.455723       4.2960125
       811.00000       17.350203       4.1653575
       812.00000       18.897277       4.3470999
       813.00000       19.871148       4.4577065
       814.00000       16.898678       4.1108002
       815.00000       19.092962       4.3695494
       816.00000       14.834025       3.8514965
       817.00000       15.595361       3.9490962
       818.00000       15.427513       3.9277873
       819.00000       16.339290       4.0421888
       820.00000       20.103761       4.4837218
       821.00000       14.607889       3.8220268
       822.00000       17.357956       4.1662880
       823.00000       19.791633       4.4487788
       824.00000       16.208848       4.0260214
       825.00000       15.978448       3.9973050
