#           Time            Rate           Error
       127.00000       36.737298       6.0611301
       128.00000       34.894088       5.9071218
       129.00000       38.461051       6.2016974
       130.00000       40.347871       6.3519974
       131.00000       39.910526       6.3174779
       132.00000       35.517247       5.9596348
       133.00000       32.672411       5.7159786
       134.00000       38.805884       6.2294369
       135.00000       35.984376       5.9986978
       136.00000       36.834682       6.0691582
       137.00000       33.570704       5.7940231
       138.00000       37.657356       6.1365590
       139.00000       32.777155       5.7251336
       140.00000       35.006714       5.9166472
       141.00000       35.849227       5.9874224
       142.00000       32.190217       5.6736423
       143.00000       37.109934       6.0917924
       144.00000       37.363473       6.1125668
       145.00000       36.307106       6.0255379
       146.00000       32.856452       5.7320547
       147.00000       32.835711       5.7302453
       148.00000       33.259211       5.7670799
       149.00000       32.316111       5.6847262
       150.00000       32.288048       5.6822573
       151.00000       34.766914       5.8963475
       152.00000       31.601273       5.6215010
       153.00000       27.775125       5.2702111
       154.00000       28.003344       5.2918186
       155.00000       29.785996       5.4576548
       156.00000       32.306608       5.6838902
       157.00000       32.831449       5.7298734
       158.00000       31.370592       5.6009456
       159.00000       27.359552       5.2306359
       160.00000       29.908726       5.4688871
       161.00000       32.477064       5.6988652
       162.00000       31.010386       5.5686970
       163.00000       30.311059       5.5055480
       164.00000       27.608579       5.2543866
       165.00000       29.192949       5.4030499
       166.00000       29.123746       5.3966421
       167.00000       27.094170       5.2052060
       168.00000       29.072389       5.3918818
       169.00000       29.516027       5.4328655
       170.00000       25.367191       5.0365852
       171.00000       30.453127       5.5184352
       172.00000       24.403272       4.9399668
       173.00000       24.835137       4.9834864
       174.00000       26.068230       5.1057056
       175.00000       31.138504       5.5801885
       176.00000       23.378721       4.8351547
       177.00000       27.715029       5.2645066
       178.00000       23.531209       4.8508977
       179.00000       25.084268       5.0084198
       180.00000       26.456297       5.1435685
       181.00000       26.946131       5.1909663
       182.00000       27.391117       5.2336523
       183.00000       26.647428       5.1621147
       184.00000       23.915413       4.8903388
       185.00000       27.357628       5.2304520
       186.00000       23.157341       4.8122075
       187.00000       24.706416       4.9705549
       188.00000       23.966263       4.8955350
       189.00000       24.755747       4.9755148
       190.00000       24.894872       4.9894761
       191.00000       27.548792       5.2486943
       192.00000       24.289116       4.9283989
       193.00000       23.192072       4.8158148
       194.00000       25.844220       5.0837211
       195.00000       27.570962       5.2508059
       196.00000       21.953300       4.6854348
       197.00000       24.618919       4.9617456
       198.00000       24.964536       4.9964523
       199.00000       25.309700       5.0308746
       200.00000       22.715814       4.7661110
       201.00000       24.696416       4.9695489
       202.00000       24.236362       4.9230439
       203.00000       23.214063       4.8180975
       204.00000       21.280234       4.6130504
       205.00000       26.463884       5.1443060
       206.00000       23.584223       4.8563590
       207.00000       22.973026       4.7930185
       208.00000       23.602276       4.8582173
       209.00000       20.914315       4.5732172
       210.00000       21.296839       4.6148498
       211.00000       21.850378       4.6744388
       212.00000       20.158461       4.4898175
       213.00000       20.731098       4.5531416
       214.00000       18.622487       4.3153780
       215.00000       22.481531       4.7414693
       216.00000       21.736748       4.6622685
       217.00000       21.281524       4.6131903
       218.00000       19.419669       4.4067753
       219.00000       19.540243       4.4204347
       220.00000       18.368357       4.2858321
       221.00000       23.588494       4.8567988
       222.00000       21.468539       4.6334155
       223.00000       18.995252       4.3583542
       224.00000       17.197668       4.1470071
       225.00000       20.416942       4.5185110
       226.00000       20.304475       4.5060487
       227.00000       13.932677       3.7326501
       228.00000       17.211130       4.1486299
       229.00000       23.592355       4.8571962
       230.00000       17.722543       4.2098150
       231.00000       17.164727       4.1430335
       232.00000       20.063455       4.4792248
       233.00000       19.523072       4.4184920
       234.00000       19.260338       4.3886602
       235.00000       18.409902       4.2906762
       236.00000       18.777396       4.3332893
       237.00000       20.010112       4.4732664
       238.00000       21.353021       4.6209329
       239.00000       20.556217       4.5338965
       240.00000       17.973508       4.2395174
       241.00000       18.269419       4.2742741
       242.00000       22.546280       4.7482924
       243.00000       19.947673       4.4662818
       244.00000       17.642364       4.2002814
       245.00000       17.424899       4.1743142
       246.00000       20.210395       4.4955973
       247.00000       17.267000       4.1553580
       248.00000       18.083158       4.2524297
       249.00000       12.837813       3.5829894
       250.00000       18.926168       4.3504216
       251.00000       19.243065       4.3866918
       252.00000       16.838942       4.1035280
       253.00000       17.699984       4.2071349
       254.00000       19.567605       4.4235286
       255.00000       19.093016       4.3695556
       256.00000       18.517680       4.3032174
       257.00000       18.419006       4.2917369
       258.00000       18.514474       4.3028448
       259.00000       13.747833       3.7078070
       260.00000       20.202896       4.4947632
       261.00000       17.120920       4.1377434
       262.00000       19.167752       4.3780991
       263.00000       16.990783       4.1219878
       264.00000       15.968876       3.9961076
       265.00000       15.813420       3.9766091
       266.00000       15.940522       3.9925583
       267.00000       15.696493       3.9618800
       268.00000       14.421686       3.7975895
       269.00000       18.943858       4.3524543
       270.00000       16.267288       4.0332726
       271.00000       18.541333       4.3059648
       272.00000       16.417810       4.0518897
       273.00000       16.127678       4.0159281
       274.00000       17.739115       4.2117829
       275.00000       15.284854       3.9095849
       276.00000       20.519477       4.5298429
       277.00000       15.255906       3.9058810
       278.00000       15.317684       3.9137813
       279.00000       15.674908       3.9591550
       280.00000       17.094617       4.1345637
       281.00000       16.331808       4.0412632
       282.00000       14.506979       3.8088028
       283.00000       15.120996       3.8885724
       284.00000       15.886840       3.9858299
       285.00000       15.325375       3.9147638
       286.00000       15.855924       3.9819498
       287.00000       17.128236       4.1386273
       288.00000       18.054760       4.2490893
       289.00000       15.621571       3.9524133
       290.00000       14.312063       3.7831287
       291.00000       16.576293       4.0713994
       292.00000       12.987598       3.6038311
       293.00000       17.401930       4.1715621
       294.00000       15.141737       3.8912385
       295.00000       15.743787       3.9678441
       296.00000       17.081429       4.1329685
       297.00000       13.792615       3.7138409
       298.00000       17.811620       4.2203814
       299.00000       14.497052       3.8074994
       300.00000       16.210101       4.0261769
       301.00000       14.155405       3.7623670
       302.00000       14.088716       3.7534938
       303.00000       9.6168320       3.1011017
       304.00000       16.214633       4.0267398
       305.00000       16.782436       4.0966372
       306.00000       10.384176       3.2224487
       307.00000       13.840330       3.7202594
       308.00000       14.573073       3.8174695
       309.00000       13.563028       3.6828017
       310.00000       14.674434       3.8307224
       311.00000       13.320057       3.6496653
       312.00000       17.582885       4.1931951
       313.00000       11.514159       3.3932519
       314.00000       17.176546       4.1444597
       315.00000       12.870136       3.5874972
       316.00000       15.398823       3.9241334
       317.00000       14.572703       3.8174209
       318.00000       14.169074       3.7641830
       319.00000       14.979565       3.8703443
       320.00000       18.581163       4.3105873
       321.00000       13.023340       3.6087865
       322.00000       13.799334       3.7147455
       323.00000       14.801898       3.8473234
       324.00000       13.010464       3.6070020
       325.00000       12.486211       3.5335834
       326.00000       7.3706575       2.7148955
       327.00000       16.591949       4.0733216
       328.00000       9.1002178       3.0166567
       329.00000       16.954973       4.1176416
       330.00000       14.194117       3.7675080
       331.00000       12.522314       3.5386881
       332.00000       11.804814       3.4358135
       333.00000       16.220312       4.0274448
       334.00000       11.036370       3.3221032
       335.00000       14.775170       3.8438483
       336.00000       9.3274848       3.0540931
       337.00000       16.036908       4.0046108
       338.00000       16.050019       4.0062475
       339.00000       12.530795       3.5398863
       340.00000       10.839752       3.2923779
       341.00000       12.349448       3.5141781
       342.00000       15.483413       3.9348968
       343.00000       13.204196       3.6337579
       344.00000       12.167997       3.4882656
       345.00000       14.661487       3.8290321
       346.00000       13.852006       3.7218283
       347.00000       15.197502       3.8983973
       348.00000       14.502856       3.8082616
       349.00000       13.532203       3.6786143
       350.00000       11.972281       3.4600984
       351.00000       7.8478202       2.8013961
       352.00000       10.015511       3.1647293
       353.00000       11.991183       3.4628287
       354.00000       16.075135       4.0093808
       355.00000       6.9669290       2.6394941
       356.00000       12.577187       3.5464330
       357.00000       13.847831       3.7212674
       358.00000       8.6092482       2.9341520
       359.00000       12.131242       3.4829933
       360.00000       13.066792       3.6148018
       361.00000       13.883556       3.7260644
       362.00000       12.834379       3.5825101
       363.00000       15.366693       3.9200373
       364.00000       13.259118       3.6413071
       365.00000       15.030682       3.8769423
       366.00000       13.067151       3.6148515
       367.00000       13.864575       3.7235165
       368.00000       10.259862       3.2031019
       369.00000       8.6604294       2.9428608
       370.00000       12.592536       3.5485964
       371.00000       9.7865756       3.1283503
       372.00000       12.733148       3.5683536
       373.00000       10.506453       3.2413659
       374.00000       13.348571       3.6535697
       375.00000       13.566021       3.6832080
       376.00000       9.6270045       3.1027414
       377.00000       15.392494       3.9233270
       378.00000       10.021540       3.1656815
       379.00000       12.341993       3.5131173
       380.00000       14.136940       3.7599123
       381.00000       11.828242       3.4392211
       382.00000       13.097574       3.6190571
       383.00000       13.051626       3.6127035
       384.00000       11.426960       3.3803786
       385.00000       11.953823       3.4574301
       386.00000       13.702044       3.7016272
       387.00000       9.0294068       3.0048971
       388.00000       12.555131       3.5433221
       389.00000       13.536925       3.6792561
       390.00000       9.4575450       3.0753122
       391.00000       12.220996       3.4958541
       392.00000       11.891701       3.4484346
       393.00000       10.086390       3.1759078
       394.00000       13.089340       3.6179192
       395.00000       11.024456       3.3203097
       396.00000       13.534047       3.6788649
       397.00000       13.380749       3.6579706
       398.00000       12.332659       3.5117886
       399.00000       11.682059       3.4179027
       400.00000       11.898843       3.4494699
       401.00000       8.0108747       2.8303489
       402.00000       9.7228498       3.1181485
       403.00000       9.8478191       3.1381235
       404.00000       6.5192121       2.5532748
       405.00000       13.707650       3.7023843
       406.00000       14.106368       3.7558446
       407.00000       8.7080783       2.9509453
       408.00000       10.257557       3.2027422
       409.00000       12.460249       3.5299078
       410.00000       12.061328       3.4729422
       411.00000       8.5541709       2.9247514
       412.00000       15.273468       3.9081284
       413.00000       12.817561       3.5801622
       414.00000       13.532830       3.6786995
       415.00000       5.9446235       2.4381599
       416.00000       10.884585       3.2991795
       417.00000       14.302781       3.7819018
       418.00000       11.311906       3.3633177
       419.00000       11.080355       3.3287167
       420.00000       14.008639       3.7428116
       421.00000       13.243605       3.6391764
       422.00000       10.864232       3.2960934
       423.00000       12.778316       3.5746770
       424.00000       11.181605       3.3438907
       425.00000       11.446982       3.3833389
       426.00000       13.133617       3.6240333
       427.00000       11.856325       3.4433015
       428.00000       13.307085       3.6478878
       429.00000       10.257288       3.2027001
       430.00000       12.063595       3.4732686
       431.00000       12.372224       3.5174172
       432.00000       11.669008       3.4159930
       433.00000       11.755507       3.4286304
       434.00000       10.109094       3.1794802
       435.00000       10.438523       3.2308703
       436.00000       12.842985       3.5837111
       437.00000       11.640438       3.4118086
       438.00000       7.7554130       2.7848542
       439.00000       13.744401       3.7073442
       440.00000       12.913632       3.5935543
       441.00000       10.108765       3.1794285
       442.00000       12.467938       3.5309968
       443.00000       6.7125119       2.5908516
       444.00000       14.701567       3.8342623
       445.00000       10.039127       3.1684582
       446.00000       11.803211       3.4355801
       447.00000       11.321148       3.3646914
       448.00000       14.901138       3.8601993
       449.00000       10.575049       3.2519301
       450.00000       13.722285       3.7043602
       451.00000       6.4278925       2.5353289
       452.00000       11.822765       3.4384248
       453.00000       12.119845       3.4813568
       454.00000       11.124438       3.3353318
       455.00000       9.6001438       3.0984099
       456.00000       9.3785540       3.0624425
       457.00000       13.189472       3.6317313
       458.00000       9.1885818       3.0312674
       459.00000       11.692608       3.4194456
       460.00000       5.8504510       2.4187706
       461.00000       10.510276       3.2419556
       462.00000       11.567473       3.4010988
       463.00000       14.321981       3.7844394
       464.00000       10.521498       3.2436858
       465.00000       12.517265       3.5379747
       466.00000       11.177956       3.3433451
       467.00000       12.503822       3.5360744
       468.00000       11.809231       3.4364562
       469.00000       13.844504       3.7208203
       470.00000       11.822483       3.4383837
       471.00000       8.1221008       2.8499300
       472.00000       11.718097       3.4231706
       473.00000       10.779752       3.2832533
       474.00000       7.4288347       2.7255889
       475.00000       11.740911       3.4265013
       476.00000       13.143002       3.6253279
       477.00000       10.876269       3.2979188
       478.00000       11.098846       3.3314931
       479.00000       8.0360672       2.8347958
       480.00000       9.8144354       3.1327999
       481.00000       9.5571897       3.0914705
       482.00000       10.420259       3.2280425
       483.00000       13.202866       3.6335748
       484.00000       12.461665       3.5301083
       485.00000       9.9939700       3.1613241
       486.00000       10.481703       3.2375458
       487.00000       8.9716995       2.9952795
       488.00000       11.300218       3.3615797
       489.00000       9.7076405       3.1157087
       490.00000       12.319665       3.5099380
       491.00000       10.355592       3.2180105
       492.00000       11.637211       3.4113357
       493.00000       10.270472       3.2047577
       494.00000       8.8831962       2.9804691
       495.00000       11.127827       3.3358398
       496.00000       11.826557       3.4389761
       497.00000       12.401816       3.5216212
       498.00000       10.323993       3.2130971
       499.00000       10.202760       3.1941760
       500.00000       9.2819187       3.0466241
       501.00000       10.934137       3.3066806
       502.00000       10.734714       3.2763874
       503.00000       13.457559       3.6684546
       504.00000       15.871571       3.9839140
       505.00000       9.6510767       3.1066182
       506.00000       10.688966       3.2693984
       507.00000       12.343920       3.5133915
       508.00000       10.444132       3.2317382
       509.00000       8.2777817       2.8771134
       510.00000       12.198237       3.4925974
       511.00000       11.048353       3.3239063
       512.00000       12.030341       3.4684781
       513.00000       8.5034389       2.9160656
       514.00000       8.5165180       2.9183074
       515.00000       5.3636887       2.3159639
       516.00000       8.5718726       2.9277761
       517.00000       5.6085504       2.3682378
       518.00000       6.8696263       2.6209972
       519.00000       10.445047       3.2318798
       520.00000       12.111648       3.4801794
       521.00000       9.7670292       3.1252247
       522.00000       8.3051525       2.8818662
       523.00000       8.5263957       2.9199993
       524.00000       12.445166       3.5277706
       525.00000       6.6143155       2.5718312
       526.00000       9.3902892       3.0643579
       527.00000       11.220721       3.3497345
       528.00000       9.4465371       3.0735219
       529.00000       9.3667668       3.0605174
       530.00000       10.519325       3.2433509
       531.00000       10.422941       3.2284580
       532.00000       10.220932       3.1970192
       533.00000       10.955590       3.3099230
       534.00000       10.493602       3.2393830
       535.00000       9.1426591       3.0236830
       536.00000       12.302314       3.5074655
       537.00000       10.411308       3.2266559
       538.00000       10.173988       3.1896690
       539.00000       9.3704232       3.0611147
       540.00000       10.431064       3.2297158
       541.00000       13.132439       3.6238707
       542.00000       7.2344165       2.6896871
       543.00000       12.077804       3.4753135
       544.00000       10.042253       3.1689514
       545.00000       11.238635       3.3524073
       546.00000       11.980813       3.4613310
       547.00000       10.007847       3.1635182
       548.00000       10.781922       3.2835837
       549.00000       10.012145       3.1641974
       550.00000       13.608698       3.6889969
       551.00000       12.239188       3.4984552
       552.00000       11.811074       3.4367243
       553.00000       10.924029       3.3051518
       554.00000       11.065681       3.3265118
       555.00000       13.168106       3.6287885
       556.00000       10.793249       3.2853081
       557.00000       8.0960072       2.8453484
       558.00000       12.137861       3.4839433
       559.00000       8.7662474       2.9607849
       560.00000       10.164029       3.1881075
       561.00000       7.2612019       2.6946617
       562.00000       8.8534810       2.9754800
       563.00000       7.4537181       2.7301498
       564.00000       10.761865       3.2805282
       565.00000       10.142706       3.1847615
       566.00000       9.2623967       3.0434186
       567.00000       10.202000       3.1940570
       568.00000       13.173022       3.6294659
       569.00000       7.9782823       2.8245853
       570.00000       8.5133657       2.9177672
       571.00000       7.4111344       2.7223399
       572.00000       9.1166942       3.0193864
       573.00000       8.1783035       2.8597733
       574.00000       12.450547       3.5285332
       575.00000       10.625428       3.2596668
       576.00000       10.660479       3.2650389
       577.00000       9.4730343       3.0778295
       578.00000       8.6031429       2.9331115
       579.00000       10.334582       3.2147444
       580.00000       9.4524278       3.0744801
       581.00000       11.329137       3.3658784
       582.00000       9.0470673       3.0078343
       583.00000       10.994264       3.3157600
       584.00000       7.3565364       2.7122936
       585.00000       12.940300       3.5972629
       586.00000       12.315471       3.5093405
       587.00000       8.1925371       2.8622608
       588.00000       8.9841644       2.9973596
       589.00000       8.1977595       2.8631730
       590.00000       12.004951       3.4648161
       591.00000       14.283258       3.7793198
       592.00000       10.045093       3.1693995
       593.00000       8.2040237       2.8642667
       594.00000       10.350278       3.2171847
       595.00000       10.431023       3.2297094
       596.00000       9.2374361       3.0393151
       597.00000       6.3211190       2.5141836
       598.00000       11.620753       3.4089225
       599.00000       6.8335895       2.6141135
       600.00000       9.1995695       3.0330792
       601.00000       12.901385       3.5918498
       602.00000       9.7504679       3.1225739
       603.00000       10.745615       3.2780506
       604.00000       9.7721319       3.1260409
       605.00000       11.795408       3.4344443
       606.00000       8.7591626       2.9595883
       607.00000       10.794515       3.2855008
       608.00000       8.7491819       2.9579016
       609.00000       11.243646       3.3531546
       610.00000       8.3087536       2.8824909
       611.00000       10.070070       3.1733373
       612.00000       13.649141       3.6944744
       613.00000       11.620831       3.4089340
       614.00000       7.8353499       2.7991695
       615.00000       10.678962       3.2678682
       616.00000       12.653450       3.5571688
       617.00000       10.955060       3.3098429
       618.00000       11.021758       3.3199033
       619.00000       12.004156       3.4647014
       620.00000       9.0452699       3.0075355
       621.00000       9.9978561       3.1619387
       622.00000       9.2500531       3.0413900
       623.00000       8.9163877       2.9860321
       624.00000       13.958614       3.7361229
       625.00000       10.426950       3.2290788
       626.00000       12.342231       3.5131511
       627.00000       8.0302554       2.8337705
       628.00000       9.0648131       3.0107828
       629.00000       8.3333683       2.8867574
       630.00000       10.498402       3.2401238
       631.00000       11.398731       3.3762007
       632.00000       11.522598       3.3944952
       633.00000       11.399147       3.3762623
       634.00000       5.7802134       2.4042074
       635.00000       11.378012       3.3731309
       636.00000       10.349543       3.2170705
       637.00000       11.595644       3.4052378
       638.00000       7.1858318       2.6806402
       639.00000       14.208783       3.7694539
       640.00000       6.8821880       2.6233925
       641.00000       11.586282       3.4038627
       642.00000       5.8449612       2.4176355
       643.00000       11.983180       3.4616730
       644.00000       8.8701606       2.9782815
       645.00000       6.1426666       2.4784404
       646.00000       10.300504       3.2094398
       647.00000       10.202272       3.1940995
       648.00000       14.518393       3.8103009
       649.00000       6.8193051       2.6113799
       650.00000       8.7443171       2.9570792
       651.00000       11.281648       3.3588165
       652.00000       6.9134387       2.6293419
       653.00000       11.018013       3.3193392
       654.00000       12.411020       3.5229277
       655.00000       7.9981191       2.8280946
       656.00000       10.896235       3.3009445
       657.00000       7.1277827       2.6697908
       658.00000       13.164598       3.6283051
       659.00000       11.595775       3.4052569
       660.00000       9.0765593       3.0127329
       661.00000       12.874898       3.5881608
       662.00000       7.2720596       2.6966757
       663.00000       8.9391194       2.9898360
       664.00000       8.6122760       2.9346679
       665.00000       7.8261760       2.7975303
       666.00000       12.691237       3.5624762
       667.00000       10.110656       3.1797258
       668.00000       8.4063894       2.8993774
       669.00000       13.612921       3.6895693
       670.00000       9.8831819       3.1437528
       671.00000       9.9452781       3.1536135
       672.00000       11.365110       3.3712180
       673.00000       7.8505534       2.8018839
       674.00000       9.7076805       3.1157151
       675.00000       7.7543460       2.7846626
       676.00000       7.7407434       2.7822192
       677.00000       8.7802464       2.9631481
       678.00000       9.6490966       3.1062995
       679.00000       11.185316       3.3444455
       680.00000       8.4334801       2.9040455
       681.00000       11.470484       3.3868103
       682.00000       10.707809       3.2722788
       683.00000       8.6776812       2.9457904
       684.00000       9.3036517       3.0501888
       685.00000       8.4148192       2.9008308
       686.00000       12.955189       3.5993317
       687.00000       12.358820       3.5155113
       688.00000       10.673932       3.2670984
       689.00000       10.873272       3.2974645
       690.00000       8.7414295       2.9565909
       691.00000       9.2928374       3.0484156
       692.00000       8.0525567       2.8377027
       693.00000       12.327678       3.5110793
       694.00000       12.082983       3.4760586
       695.00000       7.7409608       2.7822582
       696.00000       11.381113       3.3735905
       697.00000       9.8404355       3.1369468
       698.00000       8.4865390       2.9131665
       699.00000       9.9179724       3.1492813
       700.00000       10.503200       3.2408640
       701.00000       9.6016284       3.0986494
       702.00000       11.536217       3.3965007
       703.00000       11.656456       3.4141552
       704.00000       7.7913530       2.7912995
       705.00000       10.231510       3.1986732
       706.00000       11.321635       3.3647638
       707.00000       10.743432       3.2777175
       708.00000       9.0474520       3.0078983
       709.00000       11.521970       3.3944028
       710.00000       11.550756       3.3986403
       711.00000       10.821077       3.2895405
       712.00000       8.8801729       2.9799619
       713.00000       14.956704       3.8673898
       714.00000       9.1185145       3.0196878
       715.00000       10.151302       3.1861108
       716.00000       11.262929       3.3560288
       717.00000       9.6573232       3.1076234
       718.00000       8.9210471       2.9868122
       719.00000       12.621689       3.5527016
       720.00000       11.990508       3.4627313
       721.00000       12.665362       3.5588428
       722.00000       7.8357189       2.7992354
       723.00000       11.199426       3.3465544
       724.00000       13.740328       3.7067948
       725.00000       7.6426324       2.7645311
       726.00000       12.915582       3.5938255
       727.00000       10.392801       3.2237867
       728.00000       8.8671675       2.9777789
       729.00000       7.7287493       2.7800628
       730.00000       13.081218       3.6167967
       731.00000       13.167000       3.6286361
       732.00000       9.7263724       3.1187133
       733.00000       8.5914329       2.9311146
       734.00000       8.7841112       2.9638001
       735.00000       10.833658       3.2914523
       736.00000       6.5482984       2.5589643
       737.00000       10.993411       3.3156314
       738.00000       9.3369247       3.0556382
       739.00000       9.8294220       3.1351909
       740.00000       11.855770       3.4432208
       741.00000       8.6844120       2.9469326
       742.00000       6.9693781       2.6399580
       743.00000       10.457293       3.2337739
       744.00000       10.107404       3.1792143
       745.00000       11.429622       3.3807724
       746.00000       8.6192527       2.9358564
       747.00000       6.2817105       2.5063341
       748.00000       9.0741094       3.0123262
       749.00000       11.060002       3.3256581
       750.00000       12.772107       3.5738084
       751.00000       10.028368       3.1667598
       752.00000       12.158550       3.4869112
       753.00000       10.067309       3.1729024
       754.00000       10.712183       3.2729471
       755.00000       13.239324       3.6385882
       756.00000       9.6126328       3.1004246
       757.00000       12.977916       3.6024875
       758.00000       10.718575       3.2739235
       759.00000       7.8905561       2.8090134
       760.00000       9.2928546       3.0484184
       761.00000       9.0803910       3.0133687
       762.00000       9.4314141       3.0710607
       763.00000       9.3793597       3.0625740
       764.00000       15.741058       3.9675002
       765.00000       13.513080       3.6760142
       766.00000       5.7811405       2.4044002
       767.00000       9.0623162       3.0103681
       768.00000       10.135573       3.1836415
       769.00000       9.4633744       3.0762598
       770.00000       11.265186       3.3563651
       771.00000       8.6017493       2.9328739
       772.00000       11.198073       3.3463522
       773.00000       11.625056       3.4095536
       774.00000       6.5178624       2.5530105
       775.00000       10.175706       3.1899383
       776.00000       12.182993       3.4904145
       777.00000       11.117062       3.3342258
       778.00000       13.103813       3.6199189
       779.00000       6.6540581       2.5795461
       780.00000       10.699163       3.2709575
       781.00000       12.379985       3.5185203
       782.00000       12.999783       3.6055212
       783.00000       10.129637       3.1827091
       784.00000       9.2303822       3.0381544
       785.00000       8.9158733       2.9859460
       786.00000       9.7851828       3.1281277
       787.00000       10.408567       3.2262311
       788.00000       11.402132       3.3767042
       789.00000       11.096732       3.3311757
       790.00000       7.3994680       2.7201963
       791.00000       10.331079       3.2141995
       792.00000       10.974604       3.3127940
       793.00000       8.3584057       2.8910907
       794.00000       9.4922131       3.0809435
       795.00000       11.394573       3.3755849
       796.00000       10.610270       3.2573410
       797.00000       8.5329958       2.9211292
       798.00000       6.8211600       2.6117351
       799.00000       9.5663172       3.0929464
       800.00000       10.111625       3.1798781
       801.00000       9.9652188       3.1567735
       802.00000       6.3732972       2.5245390
       803.00000       8.2923464       2.8796435
       804.00000       12.871801       3.5877292
       805.00000       7.8630257       2.8041087
       806.00000       9.9077921       3.1476645
       807.00000       11.470162       3.3867627
       808.00000       10.606395       3.2567460
       809.00000       6.5628658       2.5618091
       810.00000       13.603864       3.6883416
